cpu_usage,memory_usage,latency,error_rate,outage
-11.97,44.51,160.12,3.03,0
29.77,56.12,115.78,2.48,0
50.35,69.2,84.33,0.35,0
101.69,84.25,1573.08,42.39,1
38.65,14.97,47.49,0.47,0
20.56,53.84,115.28,1.94,0
43.94,30.37,97.02,1.69,0
94.82,115.34,688.78,40.33,1
83.58,84.36,1155.86,44.76,1
46.37,88.67,128.84,2.39,0
53.2,55.42,162.58,1.97,0
23.65,40.93,169.45,1.94,0
43.04,9.36,130.26,3.15,0
64.75,30.16,175.02,0.55,0
10.63,61.59,146.5,1.69,0
73.07,65.03,689.17,50.69,0
7.9,49.62,142.2,2.2,0
18.24,47.28,125.02,2.68,0
52.59,68.41,47.86,3.22,0
38.9,63.02,127.51,2.69,0
36.79,54.36,169.68,0.58,0
29.45,41.16,152.98,3.82,0
82.31,92.04,171.22,0.23,1
10.85,50.61,110.9,1.44,0
62.15,80.08,119.61,1.79,0
52.77,45.65,114.09,2.18,0
30.38,64.98,114.78,2.84,0
48.91,62.59,172.47,0.65,0
34.41,32.59,41.67,0.58,0
19.41,84.77,190.01,1.58,0
46.07,49.86,117.73,2.73,0
58.58,9.26,81.19,1.46,0
43.21,26.23,116.11,2.09,0
55.28,61.01,99.16,1.6,0
18.93,27.24,137.25,2.03,0
48.46,62.9,96.94,1.29,0
54.87,47.69,171.38,-0.77,0
62.12,36.0,170.59,1.53,0
25.42,70.98,47.89,1.48,0
15.82,82.57,132.3,1.27,0
18.99,71.12,117.52,1.51,0
36.7,55.0,66.85,2.1,0
123.72,110.95,817.91,49.87,1
107.11,81.43,1083.18,35.93,1
73.6,92.92,1590.89,28.19,1
100.25,68.09,722.71,10.84,1
46.23,38.49,96.48,0.57,0
76.69,118.91,877.86,50.72,1
47.25,49.19,64.52,3.11,0
39.48,94.19,139.28,1.17,1
24.49,45.03,149.09,1.2,0
33.23,45.38,187.67,2.83,0
27.98,32.35,76.02,2.24,0
46.37,67.1,101.45,2.73,0
55.65,11.04,116.09,1.83,0
45.88,62.84,124.21,1.74,0
73.71,104.91,1553.21,36.39,1
37.03,56.23,166.86,1.13,0
34.76,4.66,138.41,1.98,0
35.43,38.32,125.06,2.1,0
86.27,51.04,1693.41,15.91,1
27.12,1.1,52.23,2.82,0
62.58,59.8,73.58,2.33,0
36.52,88.36,148.46,1.04,0
14.31,72.92,84.82,2.95,0
34.35,85.26,85.58,1.59,0
35.4,37.97,149.25,3.24,0
45.28,51.66,59.5,2.45,0
46.53,63.83,117.22,1.51,0
38.91,55.16,32.28,1.89,0
69.07,28.76,72.61,2.44,0
44.9,9.2,112.55,3.58,0
63.43,37.89,121.89,1.36,0
24.08,39.87,65.1,1.49,0
44.87,-3.96,113.49,0.28,0
49.11,35.83,145.83,1.79,0
44.95,55.24,106.39,-0.18,0
56.35,22.56,175.62,1.72,0
46.77,64.16,144.15,1.74,0
26.31,43.89,135.97,1.89,0
34.79,34.9,147.96,1.91,0
42.47,40.44,122.09,-0.13,0
12.58,75.05,118.37,3.21,0
28.6,53.8,107.38,-0.11,0
22.35,53.98,113.89,2.1,0
39.4,52.63,85.16,3.77,0
35.86,83.39,119.76,3.34,0
49.1,37.76,121.18,3.31,0
76.24,85.22,1725.45,47.07,1
29.59,32.61,147.91,2.7,0
72.09,70.65,882.82,32.94,0
29.98,45.41,153.03,-0.08,0
86.7,81.09,1707.42,37.21,1
58.18,46.44,73.6,1.32,0
43.04,72.2,143.4,1.59,0
52.9,50.26,107.3,2.72,0
77.77,114.99,925.78,45.85,1
37.82,28.59,188.53,2.5,0
41.81,44.96,66.01,2.97,0
41.04,40.03,150.98,2.66,0
30.56,72.79,100.09,4.18,0
44.45,69.63,208.32,1.79,0
40.74,37.05,90.08,3.89,0
30.78,9.29,101.11,1.34,0
44.07,47.93,63.16,2.87,0
34.14,48.92,110.1,1.92,0
68.03,114.36,2022.98,32.14,1
29.77,37.15,64.17,1.94,0
71.32,65.62,181.48,2.33,0
12.36,47.37,98.61,-0.05,0
31.05,88.88,108.51,2.08,0
48.78,37.04,156.34,3.73,0
59.42,50.62,157.67,3.21,0
24.53,53.72,192.81,0.2,0
7.42,16.93,167.57,3.71,0
61.27,117.46,117.13,0.23,1
18.4,37.44,119.43,1.32,0
31.96,55.43,143.65,1.55,0
38.65,22.31,52.13,2.56,0
42.87,24.37,123.8,1.54,0
34.66,64.68,114.1,2.53,0
39.87,54.06,87.97,2.26,0
22.83,56.64,84.57,2.01,0
40.28,45.5,106.08,1.1,0
38.8,68.23,163.5,1.68,0
78.92,85.57,1996.13,37.28,1
30.3,26.51,73.28,1.13,0
42.62,28.67,107.76,2.75,0
19.02,84.88,186.08,2.98,0
47.23,73.37,85.06,3.2,0
45.17,61.51,139.76,1.81,0
38.45,68.68,151.48,1.39,0
38.41,58.63,95.06,2.05,0
62.81,56.11,117.76,0.85,0
25.62,4.98,145.52,1.94,0
60.06,91.46,80.24,1.33,1
49.53,30.23,75.12,1.41,0
34.4,13.39,116.04,3.18,0
46.42,44.4,114.6,4.17,0
37.44,57.27,120.94,1.93,0
27.33,52.54,93.95,3.51,0
23.79,58.81,96.46,2.85,0
34.42,31.92,174.51,1.07,0
19.56,37.27,80.4,2.53,0
48.64,77.95,79.48,2.99,0
63.43,67.46,77.58,2.86,0
19.07,43.63,101.77,2.6,0
38.59,32.66,92.81,0.29,0
46.99,42.83,122.99,1.82,0
44.06,27.12,50.39,2.31,0
35.27,84.98,131.37,1.81,0
23.75,16.34,154.7,2.59,0
38.2,22.78,99.32,2.13,0
39.37,52.69,119.3,1.88,0
43.67,24.07,74.27,2.46,0
38.23,95.59,99.37,2.25,1
30.34,62.76,91.04,1.87,0
79.91,81.92,154.19,3.54,0
48.85,96.14,128.23,3.25,1
46.25,75.72,158.08,1.9,0
19.03,73.74,159.78,3.05,0
40.16,42.68,95.12,2.71,0
45.64,48.18,161.56,3.12,0
36.6,45.27,97.02,2.73,0
38.47,87.02,96.14,2.59,0
46.83,43.14,118.85,1.93,0
25.37,62.36,144.21,0.48,0
46.03,68.76,34.62,3.22,0
52.57,47.63,103.65,2.83,0
30.93,54.99,163.4,2.85,0
43.75,40.28,139.79,2.79,0
40.28,65.01,140.84,2.32,0
51.64,76.0,114.14,1.07,0
29.1,59.06,120.02,2.13,0
33.79,73.12,153.69,1.75,0
27.37,40.11,60.43,3.68,0
28.83,63.24,105.74,1.53,0
43.08,24.9,166.49,1.46,0
26.53,49.67,166.01,0.89,0
49.81,84.84,172.32,1.68,0
81.36,114.8,705.44,48.61,1
36.14,83.38,159.51,3.71,0
39.59,40.4,176.29,1.9,0
19.47,77.11,172.27,2.58,0
30.94,30.86,121.85,2.4,0
43.68,71.53,224.83,3.76,0
47.49,41.56,126.8,3.0,0
36.16,46.21,119.78,0.88,0
43.58,65.91,56.78,2.43,0
98.8,120.24,1916.24,28.86,1
62.31,65.0,86.41,2.1,0
31.17,49.22,150.82,2.17,0
23.09,23.0,92.22,1.87,0
55.76,52.14,126.85,1.24,0
29.68,52.56,102.15,2.41,0
24.12,23.13,112.22,2.26,0
42.39,16.0,200.45,2.72,0
43.99,17.84,93.03,1.68,0
43.2,31.79,59.56,2.89,0
18.5,55.68,167.58,2.22,0
39.64,30.97,168.97,1.43,0
41.06,32.53,47.84,3.73,0
41.28,54.77,161.24,2.51,0
43.44,98.26,65.45,1.11,1
43.09,22.84,148.2,3.64,0
49.75,58.7,155.15,2.19,0
30.76,63.27,116.32,-1.43,0
28.22,62.89,136.75,3.11,0
54.15,32.8,182.97,0.44,0
41.97,20.86,56.1,1.71,0
29.92,72.46,124.66,2.58,0
35.64,60.7,57.91,0.63,0
33.58,66.24,114.56,1.42,0
43.45,75.23,115.3,0.33,0
58.48,85.01,64.47,1.03,0
40.62,67.33,146.92,1.6,0
61.03,117.73,1791.09,35.31,1
65.72,-4.36,215.28,0.53,0
47.12,48.98,106.28,1.86,0
55.84,39.68,101.17,2.51,0
43.38,31.25,62.68,2.81,0
32.56,73.73,169.58,0.76,0
24.59,64.28,137.91,2.14,0
45.62,48.51,134.07,3.23,0
112.95,44.73,848.41,25.12,1
76.17,51.1,123.6,3.87,0
43.04,28.66,157.33,2.43,0
117.1,68.8,1806.21,14.14,1
27.86,59.16,134.95,1.96,0
93.57,94.97,859.94,47.41,1
24.99,44.38,167.08,3.28,0
43.02,45.54,136.88,3.56,0
48.92,63.48,132.55,2.7,0
14.59,33.05,96.12,1.08,0
45.72,61.42,117.51,2.03,0
30.33,45.06,199.02,3.9,0
41.19,56.72,149.91,1.22,0
3.96,67.64,48.38,2.88,0
15.51,37.91,112.48,1.7,0
87.3,45.06,846.74,49.64,1
44.33,46.52,101.02,2.49,0
47.52,56.44,104.22,2.89,0
76.28,91.82,792.78,17.28,1
10.82,80.64,112.36,2.71,0
50.72,72.21,76.94,1.85,0
60.28,70.54,71.73,1.04,0
29.96,59.38,48.55,1.88,0
21.94,83.05,158.88,1.21,0
47.67,59.18,134.39,2.64,0
43.86,17.83,112.95,1.25,0
52.31,65.0,147.77,1.3,0
56.75,69.05,84.11,1.9,0
25.7,85.77,133.61,0.76,0
65.05,90.09,145.3,1.7,1
43.07,51.31,98.27,3.31,0
70.03,49.55,137.1,3.31,0
31.0,88.8,177.07,1.12,0
54.22,89.74,154.0,0.9,0
27.43,61.36,106.64,2.34,0
59.02,59.53,115.25,1.48,0
53.78,77.91,124.51,2.04,0
40.32,30.59,127.17,3.32,0
43.87,58.59,119.26,1.26,0
67.05,48.76,178.37,1.99,0
9.73,52.55,48.29,1.95,0
77.32,114.57,1402.47,24.85,1
52.76,42.4,76.34,2.3,0
41.27,39.25,79.22,1.76,0
50.88,62.48,144.34,3.35,0
73.32,43.82,155.23,1.52,0
41.71,71.11,162.99,3.2,0
40.38,13.19,91.35,2.58,0
32.13,25.81,43.26,1.72,0
33.45,79.7,170.33,3.07,0
86.19,105.19,1287.27,19.18,1
38.74,41.46,173.32,1.53,0
43.65,51.65,70.31,3.81,0
47.75,92.11,97.71,2.24,1
85.69,112.59,2067.13,53.31,1
43.5,61.64,159.21,1.89,0
38.96,89.59,159.41,2.39,0
84.64,22.47,811.94,31.54,0
21.54,19.99,183.56,3.24,0
42.71,52.3,69.0,2.44,0
30.0,14.9,210.55,2.01,0
34.11,52.53,113.75,3.41,0
34.33,59.91,88.0,2.54,0
16.6,29.13,62.67,1.71,0
93.02,106.09,1048.58,12.44,1
47.3,32.29,152.84,0.49,0
18.29,79.52,5.01,2.18,0
27.61,34.61,131.21,1.22,0
30.07,67.49,68.75,1.17,0
68.78,41.68,64.85,3.3,0
113.22,93.56,1510.46,33.23,1
24.33,67.98,104.83,0.95,0
52.34,89.9,140.19,2.75,0
27.32,60.54,143.02,1.93,0
44.6,66.3,160.93,3.18,0
39.21,20.44,129.18,1.85,0
30.44,77.11,90.47,1.65,0
29.0,17.97,96.64,1.59,0
88.24,90.43,874.0,38.03,1
37.43,65.2,94.32,0.84,0
52.9,55.22,109.97,0.74,0
33.27,53.34,136.95,1.45,0
51.63,41.33,98.03,2.07,0
28.57,45.83,152.91,1.47,0
6.4,48.12,109.3,-0.03,0
139.31,107.13,911.8,47.38,1
44.21,44.7,160.96,-0.21,0
40.51,40.39,118.14,1.17,0
28.51,65.06,148.01,0.98,0
41.01,46.53,142.97,2.1,0
51.63,86.59,80.33,2.92,0
53.76,32.49,174.86,1.25,0
86.51,74.29,738.81,41.88,1
58.24,44.44,128.38,2.35,0
43.88,71.19,104.1,2.12,0
78.04,54.28,1689.91,23.32,1
143.19,83.35,1624.2,20.53,1
68.36,24.55,62.51,1.39,0
28.16,-19.24,101.33,2.8,0
38.46,42.5,95.44,2.3,0
17.83,14.78,217.53,1.99,0
45.32,85.66,99.59,-0.12,0
66.14,42.29,230.57,1.49,0
24.92,53.7,70.43,1.03,0
32.71,38.97,113.67,1.05,0
37.94,60.03,53.12,1.23,0
41.51,36.91,123.25,1.65,0
45.03,45.99,112.64,2.02,0
27.38,51.97,62.31,2.64,0
64.49,98.46,124.72,1.76,1
64.53,33.44,116.06,1.44,0
16.66,65.0,141.76,2.76,0
43.21,29.57,96.73,2.38,0
32.78,64.31,155.67,3.13,0
24.56,69.07,96.76,2.51,0
36.12,87.26,99.47,2.9,0
55.21,29.58,200.47,2.48,0
53.4,55.06,161.0,1.73,0
33.75,45.5,143.48,1.88,0
33.07,38.36,91.68,1.22,0
45.2,70.83,82.77,1.79,0
31.45,50.69,182.56,1.4,0
38.77,81.35,146.31,3.34,0
49.88,58.28,132.11,1.48,0
32.85,44.16,168.15,2.73,0
18.43,30.41,170.46,2.81,0
59.35,33.65,164.13,0.06,0
34.56,39.37,91.45,0.33,0
37.88,95.55,94.71,1.66,1
72.21,69.36,1762.92,46.59,1
25.76,49.4,109.14,0.87,0
21.28,57.39,81.01,3.49,0
70.07,95.28,1926.11,43.86,1
31.42,23.96,135.67,1.33,0
54.48,35.27,160.19,2.69,0
88.82,51.77,1085.85,26.29,1
33.87,34.56,74.23,2.18,0
88.64,69.44,756.86,23.62,1
49.59,54.74,186.78,0.05,0
54.44,32.47,50.26,2.53,0
51.39,60.59,78.88,2.3,0
60.55,53.44,117.01,2.21,0
36.53,31.62,48.27,0.85,0
82.99,97.75,1145.93,47.02,1
48.25,9.07,132.79,4.14,0
46.09,37.21,158.69,1.94,0
42.74,40.63,144.18,2.49,0
40.93,53.48,173.01,0.84,0
53.17,37.99,117.28,2.05,0
40.17,34.02,147.32,1.7,0
66.6,39.8,121.15,1.57,0
39.31,39.05,187.57,1.9,0
-7.28,60.51,113.53,0.24,0
28.73,92.75,140.55,1.05,1
-5.64,85.71,87.2,3.01,0
12.78,54.93,145.64,2.85,0
37.32,43.96,104.97,2.29,0
90.49,113.54,1400.88,45.16,1
87.28,67.05,1940.07,20.91,1
20.07,83.56,102.33,0.78,0
44.63,54.76,120.28,1.42,0
51.78,52.99,114.16,2.87,0
37.96,61.11,203.64,2.14,0
53.68,39.8,138.57,1.32,0
50.71,42.11,136.89,2.38,0
48.26,45.24,134.14,2.83,0
25.86,30.66,181.97,2.82,0
58.07,39.3,79.08,2.54,0
28.26,62.82,166.02,2.26,0
28.63,13.12,4.59,1.58,0
59.75,79.85,99.35,0.67,0
29.3,29.7,90.8,4.18,0
45.01,62.24,112.62,0.89,0
65.03,34.12,20.3,1.97,0
22.33,67.99,203.97,3.34,0
48.16,46.65,118.7,1.4,0
44.37,90.54,142.19,1.23,1
36.8,74.86,65.16,0.87,0
16.9,52.32,69.13,0.23,0
24.31,26.32,177.17,2.52,0
9.0,14.64,115.26,1.22,0
42.09,45.17,144.81,1.81,0
29.74,-1.04,58.21,0.59,0
61.56,106.23,1441.33,40.48,1
102.37,75.07,1971.33,26.84,1
46.06,80.51,148.97,0.69,0
36.14,41.78,189.43,0.55,0
13.27,41.75,107.18,2.2,0
94.97,80.14,1607.55,34.67,1
72.56,60.49,178.38,1.5,0
51.48,60.38,120.55,1.52,0
34.02,35.4,92.93,-1.0,0
22.0,46.87,140.15,1.53,0
52.11,52.14,118.51,0.07,0
93.27,98.91,1368.54,38.8,1
86.1,72.52,965.84,22.31,1
70.27,90.0,807.68,40.7,0
24.18,49.07,178.31,2.54,0
35.92,75.34,118.43,-0.39,0
27.52,68.97,94.66,2.02,0
39.86,64.32,142.88,0.17,0
25.04,21.67,67.01,1.21,0
43.29,48.73,131.39,1.62,0
40.81,24.99,144.73,3.68,0
31.11,9.25,134.47,1.07,0
41.14,52.8,141.31,2.97,0
35.84,61.97,146.11,2.72,0
36.05,34.92,128.12,2.07,0
85.63,26.54,94.15,2.43,1
38.89,65.07,111.36,0.58,0
34.25,54.63,122.27,2.28,0
31.46,62.77,145.92,0.36,0
31.46,41.87,89.42,2.99,0
44.47,48.64,-2.87,3.9,0
108.15,119.45,1692.63,21.03,1
50.63,52.07,123.33,1.72,0
43.88,29.11,89.23,1.94,0
29.15,46.37,110.77,0.89,0
39.52,63.49,171.79,0.58,0
49.5,40.52,98.11,2.31,0
52.69,63.17,157.66,3.3,0
17.47,71.46,122.27,1.95,0
24.82,59.24,186.76,1.07,0
37.4,45.95,153.37,2.91,0
49.31,33.66,169.36,1.18,0
52.09,24.86,123.62,3.6,0
35.7,57.44,66.27,2.74,0
29.67,26.31,84.18,0.9,0
17.27,36.16,76.21,-0.65,0
26.96,46.26,135.7,1.27,0
54.19,33.47,184.46,1.78,0
45.94,62.8,110.38,4.32,0
58.86,64.98,44.32,2.37,0
36.42,56.06,59.65,1.91,0
32.32,66.87,102.61,1.13,0
19.91,43.38,115.83,1.66,0
41.07,34.4,177.37,1.95,0
11.57,16.74,91.85,-0.51,0
31.44,41.08,76.24,1.27,0
49.69,19.62,164.7,1.02,0
50.01,76.77,68.56,1.71,0
30.73,43.11,147.77,2.34,0
113.32,101.89,803.78,24.0,1
59.08,21.11,149.4,1.79,0
8.64,72.06,146.03,1.47,0
37.62,63.72,113.8,2.39,0
35.23,74.36,109.87,1.52,0
98.36,115.25,775.85,45.77,1
36.31,30.29,74.9,2.68,0
52.19,28.44,31.51,2.45,0
41.06,46.48,157.82,1.93,0
42.28,41.52,153.1,1.25,0
39.76,66.09,159.59,1.88,0
18.8,44.7,122.28,0.26,0
57.94,59.97,163.88,2.33,0
17.65,45.87,72.32,1.45,0
26.52,57.17,223.14,0.98,0
37.43,62.05,163.17,-0.53,0
22.21,81.5,119.1,3.21,0
42.69,75.32,116.06,1.63,0
36.38,16.8,196.08,2.49,0
89.77,68.08,1902.85,26.96,1
23.95,23.27,131.0,2.75,0
54.62,15.31,125.55,2.63,0
30.84,76.73,97.61,-0.06,0
48.12,36.97,77.42,2.17,0
38.38,69.96,161.05,2.43,0
18.8,45.06,104.74,2.13,0
43.92,44.2,99.99,1.21,0
46.6,27.59,106.54,0.91,0
39.36,32.75,140.93,2.46,0
40.32,38.32,186.38,0.55,0
54.85,54.29,110.93,0.03,0
56.81,25.27,122.61,2.03,0
38.1,44.66,163.44,1.72,0
38.75,40.95,141.79,2.21,0
40.73,25.08,137.09,2.6,0
13.23,72.38,129.32,2.44,0
26.0,74.5,149.0,1.08,0
57.84,42.12,151.95,2.34,0
61.14,67.3,168.79,3.12,0
-0.11,62.71,126.72,2.82,0
26.38,45.09,144.5,1.27,0
49.51,38.84,212.08,0.93,0
54.31,41.18,150.47,1.73,0
107.34,69.39,657.27,22.39,1
29.55,73.56,84.54,2.76,0
34.75,85.39,168.89,2.13,0
74.45,138.97,1294.37,44.21,1
62.71,35.18,89.6,1.46,0
26.02,83.74,131.18,2.23,0
33.44,66.12,110.06,2.48,0
36.25,44.63,107.96,0.31,0
55.76,59.58,107.58,1.41,0
48.15,100.9,149.0,2.05,1
47.86,33.18,159.74,2.09,0
55.55,-1.34,162.4,2.96,0
35.34,39.47,49.84,1.8,0
70.72,141.75,1418.39,33.37,1
60.78,81.17,87.74,1.67,0
36.96,71.79,135.31,2.69,0
75.46,115.97,1982.34,33.76,1
37.57,53.34,147.76,2.54,0
69.65,36.53,203.01,1.68,0
49.22,48.2,97.0,3.57,0
21.57,23.92,103.23,2.8,0
46.37,40.99,117.65,2.9,0
58.09,79.32,160.98,0.9,0
41.85,59.95,83.35,2.64,0
30.65,92.03,70.13,1.68,1
18.15,34.58,150.1,1.58,0
43.01,33.63,168.11,3.03,0
63.35,51.58,145.1,2.08,0
51.27,44.8,50.16,2.31,0
55.34,52.96,87.24,2.19,0
30.67,58.8,152.59,3.43,0
39.2,38.47,53.39,3.12,0
26.51,69.95,70.29,-0.56,0
55.49,32.28,117.55,1.82,0
28.4,-6.88,94.01,2.17,0
45.31,13.52,143.85,1.95,0
60.59,49.58,96.02,3.17,0
54.96,15.08,148.97,1.25,0
77.23,39.12,87.77,2.69,0
13.39,57.0,83.15,1.03,0
45.93,54.7,32.1,1.11,0
7.52,31.33,108.68,0.66,0
52.72,58.58,133.42,1.39,0
29.69,46.69,76.78,3.16,0
55.78,86.09,117.08,2.67,0
31.95,109.6,98.89,1.43,1
122.57,103.14,1316.16,17.71,1
10.5,61.52,198.97,1.82,0
50.61,43.25,234.62,1.93,0
36.46,37.19,107.51,0.27,0
55.42,34.57,100.52,2.43,0
51.98,55.16,91.91,1.26,0
43.47,34.38,147.29,2.96,0
44.37,41.55,124.15,1.09,0
35.27,48.43,73.42,0.99,0
46.2,28.35,115.72,3.25,0
51.01,56.17,101.11,2.8,0
63.02,79.37,83.22,-0.01,0
43.1,41.73,100.75,4.42,0
68.77,67.24,1616.7,34.19,1
15.41,58.36,67.26,1.35,0
74.38,73.38,120.48,3.07,0
97.41,73.77,1365.2,44.92,1
37.77,78.53,46.46,2.56,0
15.15,54.49,141.07,1.88,0
110.48,107.33,1364.61,23.79,1
96.34,103.91,1136.25,22.48,1
39.08,15.04,221.06,-0.28,0
86.95,95.75,2028.79,44.88,1
34.53,34.3,234.57,2.62,0
44.08,52.35,200.37,3.48,0
62.59,74.05,111.39,2.8,0
-1.94,43.17,130.03,2.53,0
31.48,48.08,102.0,2.14,0
29.13,36.81,103.08,1.11,0
65.95,64.34,1525.52,13.08,1
60.27,96.08,1589.87,32.28,1
19.39,53.12,142.32,2.95,0
38.13,42.01,109.58,2.28,0
31.51,26.41,167.84,2.62,0
41.17,-4.8,68.85,1.95,0
107.69,64.49,1997.55,28.8,1
12.34,68.88,204.84,1.58,0
15.29,58.17,63.71,1.81,0
67.9,76.37,56.17,2.69,0
24.41,22.25,191.22,1.43,0
110.24,112.0,1288.68,15.88,1
32.24,53.77,70.97,1.4,0
62.58,51.62,125.98,2.29,0
43.25,55.54,172.46,4.1,0
36.28,41.13,125.39,2.65,0
44.55,67.17,121.48,2.36,0
54.28,18.43,213.96,2.08,0
50.64,53.98,120.42,1.72,0
35.37,46.16,66.1,0.38,0
36.09,50.66,202.32,1.53,0
46.73,43.59,185.68,3.46,0
63.7,79.88,90.4,1.82,0
22.39,65.57,151.76,2.28,0
49.41,75.28,52.07,3.0,0
87.12,102.0,1682.47,22.59,1
59.88,-12.89,104.21,1.13,0
30.53,25.66,123.16,2.78,0
13.39,24.59,75.4,3.21,0
44.97,48.34,166.52,2.14,0
39.13,32.97,191.52,3.7,0
54.76,62.5,223.88,2.09,0
44.29,60.94,141.07,1.52,0
45.24,27.53,144.74,2.15,0
30.97,71.76,125.62,2.11,0
50.6,43.58,160.91,1.3,0
1.21,82.79,128.84,2.43,0
7.33,114.08,125.62,2.52,1
1.18,60.52,135.54,2.62,0
55.74,32.03,114.5,0.17,0
41.44,73.34,114.6,0.13,0
20.74,43.96,113.31,0.72,0
26.2,41.61,122.32,3.52,0
22.99,8.59,154.63,1.75,0
46.24,33.1,103.62,1.3,0
39.19,67.86,105.42,2.98,0
43.41,44.72,112.57,2.1,0
57.43,39.63,101.23,1.65,0
109.59,79.35,2085.64,26.28,1
73.25,79.19,106.45,1.21,0
20.76,38.02,129.92,3.17,0
43.29,39.69,155.82,2.42,0
12.9,28.85,76.19,2.47,0
41.82,25.28,192.27,2.33,0
37.3,40.39,186.52,0.72,0
57.47,46.22,157.15,2.31,0
51.91,36.07,55.32,2.82,0
29.69,43.68,82.76,1.56,0
54.95,48.19,168.55,2.16,0
41.03,51.05,77.66,2.14,0
72.63,50.68,110.65,3.36,0
70.23,46.94,176.86,1.38,0
92.21,59.33,83.05,0.13,1
31.7,30.8,110.71,1.55,0
71.29,96.11,1154.84,34.8,1
5.78,20.52,132.92,1.84,0
71.0,86.8,1598.22,26.44,1
15.69,27.52,237.69,1.67,0
37.02,62.19,154.54,2.22,0
53.4,58.41,186.19,1.13,0
60.62,66.84,121.4,3.26,0
71.07,38.89,143.19,1.48,0
36.69,44.17,102.75,0.75,0
41.92,71.31,83.04,2.03,0
42.41,28.37,115.32,1.86,0
47.83,49.34,96.21,1.56,0
27.39,48.3,137.89,0.48,0
43.93,43.26,189.95,2.32,0
63.03,84.25,871.57,28.23,0
40.91,67.75,149.73,1.16,0
13.47,3.36,133.94,2.78,0
61.82,43.14,101.33,2.08,0
27.28,37.69,111.22,1.22,0
67.39,58.29,66.55,2.58,0
69.5,87.89,96.87,0.88,0
47.19,91.5,61.96,0.34,1
49.91,30.22,110.16,1.19,0
45.1,37.2,85.71,3.16,0
37.19,28.08,178.66,1.15,0
15.17,60.03,74.14,3.15,0
51.74,41.3,150.23,2.75,0
96.49,101.41,1050.89,45.24,1
16.25,47.84,113.94,2.17,0
32.39,44.93,61.32,0.45,0
34.63,64.84,95.89,2.12,0
48.24,66.44,128.36,2.78,0
15.79,30.78,120.03,0.69,0
27.13,26.67,103.67,2.67,0
30.83,54.25,105.31,0.87,0
44.72,69.43,179.33,2.54,0
49.42,44.36,142.94,1.14,0
33.1,91.82,133.8,2.38,1
37.67,53.91,118.72,2.27,0
61.51,31.72,72.61,1.77,0
16.65,54.04,87.22,2.37,0
54.75,29.24,189.11,0.87,0
40.85,51.89,102.05,1.5,0
64.78,43.65,86.25,4.06,0
40.53,72.39,152.09,0.26,0
97.6,81.08,1525.13,29.79,1
44.83,37.14,125.27,3.11,0
56.9,86.31,144.35,0.7,0
68.71,19.04,127.5,2.58,0
47.06,35.45,143.01,2.39,0
35.47,90.67,65.36,0.72,1
59.12,26.36,146.95,1.62,0
46.33,27.36,106.57,2.74,0
29.89,61.32,160.47,2.35,0
27.3,58.58,199.86,1.66,0
37.43,47.15,79.75,2.79,0
29.49,28.61,108.99,1.36,0
54.94,34.05,116.44,1.93,0
47.13,45.27,89.82,2.9,0
16.24,28.28,87.38,1.94,0
26.77,28.73,153.75,1.82,0
40.93,61.69,85.17,1.85,0
68.61,56.22,118.99,1.66,0
35.26,32.78,101.62,2.71,0
51.83,31.31,123.26,1.61,0
101.94,60.74,692.44,47.88,1
31.53,33.5,70.18,1.27,0
54.49,78.87,128.79,0.66,0
47.28,98.93,57.69,2.24,1
42.65,74.96,130.27,1.78,0
43.08,62.02,74.47,2.86,0
41.65,27.46,126.58,1.39,0
24.99,37.86,91.41,3.11,0
39.75,28.57,94.11,2.74,0
90.12,80.33,915.13,38.46,1
65.76,69.14,120.21,2.05,0
48.86,60.88,106.19,1.32,0
43.74,91.8,93.89,1.98,1
36.0,49.79,62.34,2.91,0
46.44,13.9,135.02,0.82,0
75.61,56.3,1016.34,43.81,1
37.78,24.63,122.36,1.63,0
24.5,86.01,54.99,1.34,0
40.9,64.67,120.58,1.19,0
33.04,41.24,148.23,1.53,0
61.35,32.29,74.21,4.39,0
36.85,58.19,81.14,1.39,0
32.68,60.16,102.76,1.44,0
30.38,70.77,108.17,0.4,0
102.06,76.24,961.61,31.49,1
57.98,45.43,116.01,2.54,0
68.33,20.9,110.84,-0.13,0
49.56,48.98,114.68,1.12,0
60.37,63.9,115.95,3.7,0
53.27,47.38,51.92,0.9,0
58.46,62.15,155.49,1.15,0
36.03,32.86,161.09,3.98,0
22.97,54.01,125.54,2.57,0
66.99,62.7,140.54,0.24,0
38.95,13.51,225.91,1.47,0
45.37,53.96,124.27,0.61,0
25.82,41.07,193.74,2.22,0
61.41,38.87,127.02,0.69,0
53.73,44.3,115.7,2.3,0
51.11,69.84,34.89,1.63,0
59.87,71.53,70.18,0.97,0
45.89,59.44,143.46,1.3,0
27.89,65.05,108.33,1.42,0
34.19,49.56,53.07,1.43,0
42.92,40.08,167.0,1.11,0
29.42,46.54,104.3,1.07,0
40.34,66.7,81.78,1.65,0
29.17,27.43,98.85,1.87,0
48.89,46.41,105.49,1.16,0
40.76,38.21,156.73,-0.0,0
43.01,54.04,195.02,2.67,0
85.96,109.75,876.91,33.17,1
29.66,60.62,89.99,2.18,0
12.89,57.2,111.86,2.73,0
48.84,56.88,84.98,0.76,0
76.67,104.34,1339.26,28.82,1
36.99,44.26,129.52,0.86,0
51.15,63.23,152.19,2.4,0
